x,y
0,600
0.1,509
30.52040146,509
61.04080292,509
91.56120438,508
122.0816058,507
152.6020073,506
183.1224088,506
213.6428102,504
244.1632117,503
274.6836131,504
305.2040146,503
335.7244161,501
366.2448175,499
396.765219,499
427.2856204,500
457.8060219,501
488.3264234,500
518.8468248,498
549.3672263,498
579.8876278,498
610.4080292,499
640.9284307,498
671.4488321,496
701.9692336,496
732.4896351,496
763.0100365,495
793.530438,495
824.0508394,497
854.5712409,498
885.0916424,501
915.6120438,502
946.1324453,500
976.6528467,498
1007.173248,496
1037.69365,494
1068.214051,492
1098.734453,490
1129.254854,491
1159.775256,491
1190.295657,492
1220.816058,492
1251.33646,489
1281.856861,486
1312.377263,487
1342.897664,489
1373.418066,492
1403.938467,491
1434.458869,487
1464.97927,484
1495.499672,483
1526.020073,482.26635
1547.602973,471.85604
1729.122563,473.2243
1742.181523,472.98313
1802.917593,464.18224
1825.936963,471.96374
1830.507603,474.2757
1833.935583,476.56165
1838.817853,479.46262
1861.744489,482
1892.264891,482
1922.785292,481
1953.305693,482
1983.826095,483
2014.346496,484
2044.866898,487
2075.387299,491
2105.907701,495
2136.428102,497
2166.948504,498
2197.468905,499
2227.989307,499
2258.509708,499
2289.03011,498
2319.550511,497
2350.070912,498
2380.591314,498
2411.111715,498
2441.632117,497
2472.152518,498
2502.67292,499
2533.193321,498
2563.713723,496
2594.234124,494
2624.754526,492
2655.274927,493
2685.795329,493
2716.31573,494
2746.836131,495
2777.356533,498
2807.876934,496
2838.397336,496
2868.917737,496
2899.438139,496
2929.95854,495
2960.478942,497
2990.999343,497
3021.519745,494
3052.040146,494
3082.560548,495
3113.080949,497
3143.60135,500
3174.121752,499
3204.642153,499
3235.162555,503
3265.682956,506
3296.203358,506
3326.723759,505
3357.244161,503
3387.764562,502
3418.284964,502
3448.805365,501
3479.325767,499
3509.846168,499
3540.366569,502
3570.886971,505
3601.407372,507
3631.927774,506
3662.448175,506
3692.968577,505
3723.488978,504
3754.00938,505
3784.529781,506
3815.050183,506
3845.570584,508
3876.090986,510
3906.611387,507
3937.131788,506
3967.65219,506
3998.172591,506
4028.692993,506
4059.213394,506
4089.733796,506
4120.254197,506
4150.774599,504
4181.295,504
4211.815402,505
4242.335803,506
4272.856204,507
4303.376606,507
4333.897007,507
4364.417409,506
4394.93781,505
4425.458212,507
4455.978613,507
4486.499015,506
4517.019416,506
4517.1,600
